Fonds;"Immobilie
Numer";"Immobilie
Bezeichnung";GARBE Niederlassung;;Mieteinheit;Art;Stockwerk;Anzahl Stellplätze;Fläche;;Lease ID;Mietername;Mietbeginn;vereinbartes Vertragsende;Vertragsende (Kündigung);tatsächliches Vertragsende;Sonderkündigung Frist;Sonderkündigung zum;Kündigung Frist;Kündigung zum;Laufzeit Option;Frist Optionsziehung;MV-Ende nach Optionsziehung;Anzahl weiterer Optionen;maximale Mietlaufzeit;WAULT;WAULB;WAULE;;Jahresnettomiete;Nettomiete;Investitionsmiete;Ende mietfreie Zeit;Betrag mietfreie Zeit;Marktmiete;AM-ERV;Potenzial;Nettomiete;Marktmiete;AM-ERV;;NKVZ;NK-Pauschale;NKVZ;NK-Pauschale;Gesamtnettomiete;Gesamtnettomiete;Mieter UST-pflichtig;;proz. Mieterhöhung;Erhöhungs-Prozentsatz;nächste Erhöhung;Erhöhungszyklen;;Indexmieterhöhung;Wertsicherung Art;Schwellwert;Datum;Weitergabe;Green Lease
;;;;;;;;Stück;m²;;;;;;;;;;;;Monate;;;;;Jahre;Jahre;Jahre;;€/Jahr;€/Mt;€/Mt;;€/Mt;€/Mt;€/Mt;%;€/m²/a;€/m²/a;€/m²/a;;€/Mt;€/Mt;€/m²/a;€/m²/a;€/Mt;€/m²/a;;;;;;;;;;;;%;
GIANT;441;Salzgitter;;;70001;Freifläche ;EG;;581;;441.00001;ALSTOM Transport Deutschland GmbH;09.02.2026;08.02.2027;;08.02.2027;;;;;;;;0;;0.80;;;;16'973;1'414;;;;;;-100.0%;29.19;;;;456;195;9.41;4.03;2'065;42.63;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;70002;Freifläche ;EG;;678;;441.00001;ALSTOM Transport Deutschland GmbH;01.04.2026;31.03.2027;;31.03.2027;;;;;;;;0;;0.94;;;;20'726;1'727;;;;;;-100.0%;30.56;;;;575;236;10.17;4.17;2'538;44.90;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;70003;Freifläche ;EG;;678;;441.00001;ALSTOM Transport Deutschland GmbH;01.04.2026;31.03.2027;;31.03.2027;;;;;;;;0;;0.94;;;;20'726;1'727;;;;;;-100.0%;30.56;;;;575;236;10.17;4.17;2'538;44.90;1;;false;;;;;true;;;;;0
441 - Salzgitter, Gottfried-Linke-Straße 91;;;;;;;;123;33'124;;;;;;;;;;;;;;;;;0.90;;;;2'454'100;204'508;;;;;;-100.0%;74.09;;;;27'554;11'436;9.98;4.14;243'499;88.21;100.00%;;;;;;;;;;;;
GIANT;442;Nittendorf;Frankfurt;;10000;Halle;EG;;13'688;;442.00003;Amtoimport Electronic Commerce GmbH;25.03.2025;24.03.2035;;24.03.2035;;;;;60;24.03.2034;24.03.2040;0;24.03.2040;8.93;;;;903'407;75'284;;;;61'596;61'596;-18.2%;66.00;54.00;54.00;;8'419;2'259;7.38;1.98;85'961;75.36;1;;false;;;;;true;;;;100%;0
GIANT;442;Nittendorf;Frankfurt;;10001;Empore/Mezzanine;1. OG;;3'210;;442.00003;Amtoimport Electronic Commerce GmbH;25.03.2025;24.03.2035;;24.03.2035;;;;;60;24.03.2034;24.03.2040;0;24.03.2040;8.93;;;;96'306;8'026;;;;12'841;12'841;60.0%;30.00;48.00;48.00;;1'975;241;7.38;0.90;10'241;38.28;1;;false;;;;;true;;;;100%;0
GIANT;442;Nittendorf;Frankfurt;;20000;Büro;1. OG;;824;;442.00003;Amtoimport Electronic Commerce GmbH;25.03.2025;24.03.2035;;24.03.2035;;;;;60;24.03.2034;24.03.2040;0;24.03.2040;8.93;;;;71'197;5'933;;;;5'356;5'356;-9.7%;86.40;78.00;78.00;;507;178;7.38;2.59;6'618;96.37;1;;false;;;;;true;;;;100%;0
442 - Nittendorf, Deuerlinger Straße 48;;;;;;;;;17'722;;;;;;;;;;;;;;;;;8.93;;;;1'070'910;89'243;;;;79'793;79'793;-10.6%;60.43;54.03;54.03;;10'900;2'677;7.38;1.81;102'820;69.62;100.00%;;;;;;;;;;;;
GIANT;478;Almere, Rhijnauwen 4-6;Amsterdam;;12001;Halle;EG;;13'725;;478.00002;Geodis CL Netherlands B.V.;01.06.2021;30.06.2028;;30.06.2028;;;;;60;31.05.2026;31.05.2032;2;31.05.2037;2.19;;;;923'876;76'990;;;;74'117;76'990;-3.7%;67.31;64.80;67.31;;3'460;;3.03;;80'450;70.34;0;;false;;;;;true;Datum;;01.02.2025;100%;0
GIANT;478;Almere, Rhijnauwen 4-6;Amsterdam;;21101;Büro;1. OG;;376;;478.00002;Geodis CL Netherlands B.V.;01.06.2021;30.06.2028;;30.06.2028;;;;;60;31.05.2026;31.05.2032;2;31.05.2037;2.19;;;;58'626;4'885;;;;4'708;4'885;-3.6%;156.04;150.36;156.04;;95;;3.03;;4'980;159.07;0;;false;;;;;true;Datum;;01.02.2025;100%;0
GIANT;478;Almere, Rhijnauwen 4-6;Amsterdam;;22001;Büro;EG;;371;;478.00002;Geodis CL Netherlands B.V.;01.06.2021;30.06.2028;;30.06.2028;;;;;60;31.05.2026;31.05.2032;2;31.05.2037;2.19;;;;57'939;4'828;;;;4'652;4'828;-3.6%;156.04;150.36;156.04;;94;;3.03;;4'922;159.07;0;;false;;;;;true;Datum;;01.02.2025;100%;0
GIANT;478;Almere, Rhijnauwen 4-6;Amsterdam;;31101;Rampe;1. OG;;1'079;;478.00002;Geodis CL Netherlands B.V.;01.06.2021;30.06.2028;;30.06.2028;;;;;60;31.05.2026;31.05.2032;2;31.05.2037;2.19;;;;39'617;3'301;;;;3'182;3'301;-3.6%;36.73;35.40;36.73;;272;;3.02;;3'573;39.75;0;;false;;;;;true;Datum;;01.02.2025;100%;0
GIANT;478;Almere, Rhijnauwen 4-6;Amsterdam;;50002;Stellplätze;EG;135;;;478.00002;Geodis CL Netherlands B.V.;01.06.2021;30.06.2028;;30.06.2028;;;;;60;31.05.2026;31.05.2032;2;31.05.2037;;;;;0;0;;;;;0;-100.0%;;;;;0;;;;0;;0;;false;;;;;true;;;;;0
GIANT;478;Almere, Rhijnauwen 4-6;Amsterdam;;11001;Halle;EG;;16'861;;478.00001;L.I.S. Logistics B.V.;01.05.2021;30.04.2031;;30.04.2031;;;;;60;30.04.2030;30.04.2036;1;30.04.2041;5.03;;;;895'172;74'598;;;;73'008;74'598;-2.1%;53.09;51.96;53.09;;4'245;;3.02;;78'843;56.11;0;;false;;;;;true;Datum;;01.01.2025;100%;0
GIANT;478;Almere, Rhijnauwen 4-6;Amsterdam;;21001;Büro;EG;;356;;478.00001;L.I.S. Logistics B.V.;01.05.2021;30.04.2031;;30.04.2031;;;;;60;30.04.2030;30.04.2036;1;30.04.2041;5.03;;;;54'237;4'520;;;;4'208;4'520;-6.9%;152.35;141.84;152.35;;91;;3.05;;4'610;155.41;0;;false;;;;;true;Datum;;01.01.2025;100%;0
GIANT;478;Almere, Rhijnauwen 4-6;Amsterdam;;22101;Büro;1. OG;;356;;478.00001;L.I.S. Logistics B.V.;01.05.2021;30.04.2031;;30.04.2031;;;;;60;30.04.2030;30.04.2036;1;30.04.2041;5.03;;;;50'041;4'170;;;;4'208;4'170;0.9%;140.57;141.84;140.57;;91;;3.05;;4'261;143.62;0;;false;;;;;true;Datum;;01.01.2025;100%;0
GIANT;478;Almere, Rhijnauwen 4-6;Amsterdam;;32101;Rampe;1. OG;;1'361;;478.00001;L.I.S. Logistics B.V.;01.05.2021;30.04.2031;;30.04.2031;;;;;60;30.04.2030;30.04.2036;1;30.04.2041;5.03;;;;41'527;3'461;;;;3'348;3'461;-3.3%;30.51;29.52;30.51;;346;;3.05;;3'807;33.57;0;;false;;;;;true;Datum;;01.01.2025;100%;0
GIANT;478;Almere, Rhijnauwen 4-6;Amsterdam;;50001;Stellplätze;EG;125;;;478.00001;L.I.S. Logistics B.V.;01.05.2021;30.04.2031;;30.04.2031;;;;;60;30.04.2030;30.04.2036;1;30.04.2041;;;;;0;0;;;;;0;-100.0%;;;;;0;;;;0;;0;;false;;;;;true;;;;;0
478 - Almere, Almere, Rhijnauwen 4-6, Business Parks Stichtsekant;;;;;;;;260;34'485;;;;;;;;;;;;;;;;;3.58;;;;2'121'036;176'753;;;;171'431;176'753;-3.0%;61.51;59.65;61.51;;8'693;;3.02;;185'446;64.53;0.00%;;;;;;;;;;;;
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90000;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;2.69;;;;12'882;1'074;;;;0;1'074;-100.0%;;;;;88;;;;1'162;;1;;false;;;;;true;Schwelle;10.00%;;100%;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90001;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90002;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90003;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90004;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90005;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90006;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90007;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90008;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90009;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90010;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90011;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90012;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90013;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90014;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90015;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90016;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90017;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90018;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90019;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90020;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90021;Sonstige;EG;;;;485.00001;Koenig & Bauer MetalPrint GmbH;01.12.2016;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90027;Sonstige;EG;;;;485.L0001;LEERSTAND;01.04.2004;;;;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;;;;;;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90028;Sonstige;EG;;;;485.L0001;LEERSTAND;01.04.2004;;;;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;;;;;;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90029;Sonstige;EG;;;;485.L0001;LEERSTAND;01.04.2004;;;;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;;;;;;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90030;Sonstige;EG;;;;485.L0001;LEERSTAND;01.07.2024;;;;;;;;;;;0;;;;;;;;;;;0;0;-100.0%;;;;;;0;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90022;Sonstige;EG;;;;485.00002;LTG Aktiengesellschaft;01.04.2004;30.09.2027;;30.09.2027;;;;;12;30.09.2026;30.09.2028;0;30.09.2028;;;;;;;;;;0;0;-100.0%;;;;;;0;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90023;Sonstige;EG;;;;485.00002;LTG Aktiengesellschaft;01.04.2004;30.09.2027;;30.09.2027;;;;;12;30.09.2026;30.09.2028;0;30.09.2028;;;;;;;;;;0;0;-100.0%;;;;;;0;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90024;Sonstige;EG;;;;485.00002;LTG Aktiengesellschaft;01.04.2004;30.09.2027;;30.09.2027;;;;;12;30.09.2026;30.09.2028;0;30.09.2028;;;;;;;;;;0;0;-100.0%;;;;;;0;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90025;Sonstige;EG;;;;485.00002;LTG Aktiengesellschaft;01.04.2004;30.09.2027;;30.09.2027;;;;;12;30.09.2026;30.09.2028;0;30.09.2028;;;;;;;;;;0;0;-100.0%;;;;;;0;;;0;;1;;false;;;;;true;;;;;0
GIANT;485;Krananlagen Stuttgart, BVO Isernhagen;;;90026;Sonstige;EG;;;;485.00002;LTG Aktiengesellschaft;01.04.2004;30.09.2027;;30.09.2027;;;;;12;30.09.2026;30.09.2028;0;30.09.2028;;;;;;;;;;0;0;-100.0%;;;;;;0;;;0;;1;;false;;;;;true;;;;;0
485 - Stuttgart, Krananlagen Stuttgart, BVO Isernhagen, Wernerstraße 119-129;;;;;;;;;;;;;;;;;;;;;;;;;;2.69;;;;12'882;1'074;;;;0;1'074;-100.0%;;;;;88;0;;;1'162;;;;;;;;;;;;;;
GIANT;488;BVO Oberkrämer;;;90000;Sonstige;EG;;;;488.00001;Kühne + Nagel (AG & Co.) KG;01.01.2022;31.01.2028;;31.01.2028;;;;;36;31.01.2027;31.01.2031;4;31.01.2043;1.78;;;;200'149;16'679;;;;;;-100.0%;;;;;3'837;;;;20'516;;1;;false;;;;;true;Datum;;01.01.2027;80%;0
488 - Oberkrämer, BVO Oberkrämer, Im Gewerbepark 32;;;;;;;;;;;;;;;;;;;;;;;;;;1.78;;;;200'149;16'679;;;;;;-100.0%;;;;;3'837;;;;20'516;;;;;;;;;;;;;;
GIANT;489;Nittendorf BV;;;90000;Sonstige;EG;;;;489.00003;Amtoimport Electronic Commerce GmbH;25.03.2025;24.03.2035;;24.03.2035;;;;;60;24.03.2034;24.03.2040;0;24.03.2040;8.93;;;;70'903;5'909;;;;;5'909;-100.0%;;;;;;;;;5'909;;1;;false;;;;;true;;;;;0
489 - Nittendorf, Nittendorf BV, Deuerlinger Straße 48;;;;;;;;;;;;;;;;;;;;;;;;;;8.93;;;;70'903;5'909;;;;;5'909;-100.0%;;;;;;;;;5'909;;;;;;;;;;;;;;
GIG;5003;Falkensee;;;11001;Halle;EG;;8'788;;5003.00001;LDBS Lichtdienst GmbH;01.04.2021;31.03.2031;;31.03.2031;;;;;60;31.03.2030;31.03.2036;1;31.03.2041;4.94;;;;780'889;65'074;;;;63'711;;-2.1%;88.86;87.00;;;0;;0.00;;65'074;88.86;1;;false;;;;;true;Datum;;01.04.2026;100%;0
GIG;5003;Falkensee;;;21001;Sonstige;1. UG;;458;;5003.00001;LDBS Lichtdienst GmbH;01.04.2021;31.03.2031;;31.03.2031;;;;;60;31.03.2030;31.03.2036;1;31.03.2041;;;;;;;;;;1'374;;-100.0%;;36.00;;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GIG;5003;Falkensee;;;21002;Büro;EG;;564;;5003.00001;LDBS Lichtdienst GmbH;01.04.2021;31.03.2031;;31.03.2031;;;;;60;31.03.2030;31.03.2036;1;31.03.2041;;;;;;;;;;5'635;;-100.0%;;120.00;;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GIG;5003;Falkensee;;;21103;Büro;1. OG;;471;;5003.00001;LDBS Lichtdienst GmbH;01.04.2021;31.03.2031;;31.03.2031;;;;;60;31.03.2030;31.03.2036;1;31.03.2041;;;;;;;;;;4'714;;-100.0%;;120.00;;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GIG;5003;Falkensee;;;21104;Büro;2. OG;;471;;5003.00001;LDBS Lichtdienst GmbH;01.04.2021;31.03.2031;;31.03.2031;;;;;60;31.03.2030;31.03.2036;1;31.03.2041;;;;;;;;;;4'714;;-100.0%;;120.00;;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GIG;5003;Falkensee;;;21105;Büro;3. OG;;418;;5003.00001;LDBS Lichtdienst GmbH;01.04.2021;31.03.2031;;31.03.2031;;;;;60;31.03.2030;31.03.2036;1;31.03.2041;;;;;;;;;;4'183;;-100.0%;;120.00;;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GIG;5003;Falkensee;;;51001;Stellplätze;EG;59;;;5003.00001;LDBS Lichtdienst GmbH;01.04.2021;31.03.2031;;31.03.2031;;;;;60;31.03.2030;31.03.2036;1;31.03.2041;;;;;;;;;;;;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIG;5003;Falkensee;;;51002;Stellplätze;EG;5;;;5003.00001;LDBS Lichtdienst GmbH;01.04.2021;31.03.2031;;31.03.2031;;;;;60;31.03.2030;31.03.2036;1;31.03.2041;;;;;;;;;;75;;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIG;5003;Falkensee;;;91001;Sonstige;;;;;5003.00002;PACE Photovoltaik 2 GmbH;01.01.2024;31.12.2043;;31.12.2043;;;;;60;31.03.2043;31.12.2048;1;31.12.2053;17.69;;;;6'568;547;;;;547;;0.0%;;;;;;;;;547;;1;;false;;;;;true;Datum;;01.12.2025;80%;0
GIG;5003;Falkensee;;;12001;Halle;EG;;18'753;;5003.00003;Picnic GmbH;25.11.2024;24.11.2036;;24.11.2036;;;;;60;24.11.2035;24.11.2041;1;24.11.2046;10.59;;;;1'515'970;126'331;;;;131'270;;3.9%;80.84;84.00;;;12'344;;7.90;;138'674;88.74;1;;false;;;;;true;Datum;;01.11.2026;85%;0
GIG;5003;Falkensee;;;12101;Empore/Mezzanine;1. OG;;776;;5003.00003;Picnic GmbH;25.11.2024;24.11.2036;;24.11.2036;;;;;60;24.11.2035;24.11.2041;1;24.11.2046;10.59;;;;22'787;1'899;;;;2'328;;22.6%;29.36;36.00;;;502;;7.76;;2'401;37.12;1;;false;;;;;true;Datum;;01.11.2026;85%;0
GIG;5003;Falkensee;;;22001;Büro;EG;;266;;5003.00003;Picnic GmbH;25.11.2024;24.11.2036;;24.11.2036;;;;;60;24.11.2035;24.11.2041;1;24.11.2046;10.59;;;;28'420;2'368;;;;2'664;;12.5%;106.67;120.00;;;176;;7.91;;2'544;114.58;1;;false;;;;;true;Datum;;01.11.2026;85%;0
GIG;5003;Falkensee;;;22101;Büro;1. OG;;1'064;;5003.00003;Picnic GmbH;25.11.2024;24.11.2036;;24.11.2036;;;;;60;24.11.2035;24.11.2041;1;24.11.2046;10.59;;;;113'466;9'456;;;;10'640;;12.5%;106.64;120.00;;;701;;7.90;;10'156;114.54;1;;false;;;;;true;Datum;;01.11.2026;85%;0
GIG;5003;Falkensee;;;52001;Stellplätze;EG;114;;;5003.00003;Picnic GmbH;25.11.2024;24.11.2036;;24.11.2036;;;;;60;24.11.2035;24.11.2041;1;24.11.2046;10.59;;;;20'917;1'743;;;;1'710;;-1.9%;;;;;0;;;;1'743;;1;;false;;;;;true;Datum;;01.11.2026;85%;0
GIG;5003;Falkensee;;;71001;Freifläche ;EG;;;;5003.00003;Picnic GmbH;25.11.2024;24.11.2036;;24.11.2036;;;;;60;24.11.2035;24.11.2041;1;24.11.2046;;;;;;;;;;;;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
5003 - Falkensee, Chemnitzer Str 8-10;;;;;;;;178;32'030;;;;;;;;;;;;;;;;;8.84;;;;2'489'016;207'418;;;;233'566;;12.6%;77.71;87.51;;;13'722;;5.14;;221'140;82.85;100.00%;;;;;;;;;;;;
DEVFUND;5010;Kaltenkirchen;;;60000;Freifläche ;EG;;23'141;;5010.L0001;LEERSTAND;20.11.2023;;;;;;;;;;;0;;;;;;;;;;;;;-100.0%;;;;;;;;;;;1;;false;;;;;true;;;;;0
DEVFUND;5010;Kaltenkirchen;;;90000;Sonstige;;;;;5010.00002;PACE Photovoltaik 2 GmbH;01.03.2024;31.12.2045;;31.12.2045;;;;;60;31.03.2045;31.12.2050;1;31.12.2055;19.69;;;;7'294;608;;;;600;608;-1.3%;;;;;;;;;608;;1;;false;;;;;true;;;;100%;0
DEVFUND;5010;Kaltenkirchen;;;10000;Halle;EG;;10'446;;5010.00001;Picnic GmbH, Rather Straße 49d, 40476 Düsseldorf;20.11.2023;19.11.2038;;19.11.2038;;;;;60;19.11.2037;19.11.2043;1;19.11.2048;12.58;;;;755'117;62'926;;;;62'676;61'720;-0.4%;72.29;72.00;70.90;;7'149;;8.21;;70'075;80.50;1;;false;;;;;true;Datum;;01.11.2026;85%;0
DEVFUND;5010;Kaltenkirchen;;;10001;Halle;EG;;10'446;;5010.00001;Picnic GmbH, Rather Straße 49d, 40476 Düsseldorf;20.11.2023;19.11.2038;;19.11.2038;;;;;60;19.11.2037;19.11.2043;1;19.11.2048;12.58;;;;755'117;62'926;;;;62'676;61'720;-0.4%;72.29;72.00;70.90;;7'149;;8.21;;70'075;80.50;1;;false;;;;;true;Datum;;01.11.2026;85%;0
DEVFUND;5010;Kaltenkirchen;;;20000;Büro;EG;;205;;5010.00001;Picnic GmbH, Rather Straße 49d, 40476 Düsseldorf;20.11.2023;19.11.2038;;19.11.2038;;;;;60;19.11.2037;19.11.2043;1;19.11.2048;12.58;;;;24'320;2'027;;;;1'951;1'988;-3.7%;118.40;114.00;116.13;;141;;8.21;;2'167;126.61;1;;false;;;;;true;Datum;;01.11.2026;85%;0
DEVFUND;5010;Kaltenkirchen;;;20200;Büro;1. OG;;2'182;;5010.00001;Picnic GmbH, Rather Straße 49d, 40476 Düsseldorf;20.11.2023;19.11.2038;;19.11.2038;;;;;60;19.11.2037;19.11.2043;1;19.11.2048;12.58;;;;258'330;21'527;;;;20'727;21'115;-3.7%;118.40;114.00;116.13;;1'493;;8.21;;23'021;126.61;1;;false;;;;;true;Datum;;01.11.2026;85%;0
DEVFUND;5010;Kaltenkirchen;;;20201;Empore/Mezzanine;1. OG;;2'182;;5010.00001;Picnic GmbH, Rather Straße 49d, 40476 Düsseldorf;20.11.2023;19.11.2038;;19.11.2038;;;;;60;19.11.2037;19.11.2043;1;19.11.2048;12.58;;;;73'423;6'119;;;;6'000;6'001;-1.9%;33.65;33.00;33.01;;1'493;;8.21;;7'612;41.86;1;;false;;;;;true;Datum;;01.11.2026;85%;0
DEVFUND;5010;Kaltenkirchen;;;50001;Stellplätze;EG;106;;;5010.00001;Picnic GmbH, Rather Straße 49d, 40476 Düsseldorf;20.11.2023;19.11.2038;;19.11.2038;;;;;60;19.11.2037;19.11.2043;1;19.11.2048;12.58;;;;26'419;2'202;;;;2'120;2'159;-3.7%;;;;;0;;;;2'202;;1;;false;;;;;true;Datum;;01.11.2026;85%;0
DEVFUND;5010;Kaltenkirchen;;;50002;Stellplätze;EG;8;;;5010.00001;Picnic GmbH, Rather Straße 49d, 40476 Düsseldorf;20.11.2023;19.11.2038;;19.11.2038;;;;;60;19.11.2037;19.11.2043;1;19.11.2048;12.58;;;;2'991;249;;;;160;244;-35.8%;;;;;0;;;;249;;1;;false;;;;;true;Datum;;01.11.2026;85%;0
